Date,Product,Price,Quantity,Region,City,Country,Discount,Payment_Method,Customer_Age,Customer_Gender
2022-08-06,Printer,51548.0,29.0,West,Chennai,UK,5.0,UPI,60.0,Other
2022-11-22,Headphones,23104.0,14.0,South,Pune,France,15.0,Net Banking,56.0,Female
2022-01-27,Phone,67000.0,13.0,South,Jaipur,Canada,10.0,Cash,41.0,Male
2022-08-21,Mouse,51422.0,25.0,West,Pune,USA,10.0,Credit Card,41.0,Male
2022-04-02,Keyboard,89489.0,16.0,North,Mumbai,Germany,0.0,Debit Card,65.0,Male
2022-06-14,Tablet,30891.0,3.0,West,Pune,USA,0.0,Net Banking,23.0,Other
2022-08-05,Keyboard,68259.0,42.0,North,Bangalore,France,10.0,UPI,19.0,Other
2022-03-06,Phone,94100.0,25.0,North,Delhi,Canada,5.0,Net Banking,41.0,Other
2022-04-02,Mouse,46198.0,14.0,South,Mumbai,USA,0.0,Net Banking,48.0,Female
2022-02-14,Printer,40644.0,6.0,East,Mumbai,,20.0,UPI,63.0,Male
,Headphones,46862.0,37.0,South,Chennai,India,5.0,Credit Card,24.0,Male
2022-08-05,Tablet,94715.0,33.0,North,,Canada,5.0,Debit Card,56.0,Male
2022-03-29,Smartwatch,60381.0,22.0,West,Ahmedabad,,20.0,Debit Card,28.0,
2022-10-31,Phone,5022.0,25.0,West,Jaipur,Germany,0.0,Credit Card,45.0,Female
2022-05-21,Printer,,45.0,South,Ahmedabad,India,20.0,UPI,54.0,Male
2022-01-18,Keyboard,60341.0,7.0,North,Jaipur,India,5.0,Debit Card,,
2022-04-17,Laptop,72204.0,41.0,East,Lucknow,Germany,0.0,Debit Card,27.0,Female
2022-04-29,Keyboard,88002.0,,South,Bangalore,France,10.0,Cash,,Other
2022-01-28,Laptop,13369.0,35.0,,Jaipur,Canada,10.0,UPI,68.0,Female
2022-04-05,Phone,48903.0,49.0,West,Delhi,,5.0,Net Banking,29.0,Female
2022-05-07,Headphones,21197.0,27.0,West,Hyderabad,Canada,10.0,Debit Card,34.0,Male
,Phone,21264.0,39.0,South,Jaipur,India,0.0,UPI,67.0,Male
2022-06-20,Smartwatch,38829.0,28.0,West,Ahmedabad,UK,15.0,UPI,67.0,Female
2022-12-10,,49730.0,23.0,South,Kolkata,UK,15.0,UPI,59.0,Other
2022-02-16,Printer,25725.0,43.0,East,Pune,France,0.0,Credit Card,,Male
2022-03-16,Headphones,26033.0,38.0,South,Hyderabad,Canada,20.0,Credit Card,27.0,Other
2022-02-05,Camera,95481.0,42.0,North,Kolkata,USA,20.0,,58.0,Female
2022-06-17,Laptop,22291.0,17.0,South,Kolkata,USA,5.0,Net Banking,59.0,Other
2022-07-29,Monitor,88080.0,18.0,South,Ahmedabad,France,10.0,Net Banking,42.0,Female
2022-01-18,Keyboard,93946.0,23.0,South,Jaipur,Germany,20.0,Credit Card,54.0,Male
2022-10-09,Smartwatch,33239.0,9.0,North,Lucknow,Canada,15.0,,27.0,Male
2022-12-04,Tablet,15967.0,,East,Kolkata,USA,0.0,,50.0,Male
2022-06-02,Monitor,79862.0,6.0,South,Chennai,UK,15.0,Credit Card,38.0,Female
2022-03-27,Mouse,12820.0,6.0,East,Pune,Germany,0.0,Credit Card,33.0,Male
2022-04-26,Keyboard,40196.0,49.0,East,Jaipur,Canada,10.0,Debit Card,52.0,Other
2022-06-14,Phone,61178.0,41.0,West,Pune,Canada,0.0,Cash,32.0,Other
2022-06-07,Camera,58660.0,26.0,East,Mumbai,India,5.0,Credit Card,31.0,Male
2022-05-23,Keyboard,49212.0,4.0,South,,France,15.0,Credit Card,53.0,Male
2022-12-16,,2737.0,5.0,South,Hyderabad,Germany,20.0,Credit Card,23.0,Male
2022-03-22,Smartwatch,57321.0,16.0,North,Lucknow,Germany,10.0,Debit Card,28.0,
2022-09-30,Monitor,74022.0,29.0,North,,,5.0,UPI,28.0,Female
2022-02-15,Keyboard,16624.0,20.0,North,Chennai,France,0.0,Credit Card,39.0,Other
2022-12-15,Mouse,71306.0,15.0,East,Kolkata,Canada,0.0,UPI,37.0,Other
2022-07-11,Headphones,79179.0,19.0,South,Chennai,France,20.0,Credit Card,24.0,Male
2022-09-03,Tablet,30925.0,40.0,South,Hyderabad,UK,10.0,Credit Card,49.0,Female
,Mouse,83153.0,32.0,South,Mumbai,UK,15.0,Credit Card,53.0,Female
2022-06-27,Keyboard,44337.0,8.0,North,Hyderabad,Germany,15.0,Net Banking,54.0,Other
2022-09-03,Mouse,81110.0,48.0,South,Pune,USA,5.0,Debit Card,27.0,Other
2022-04-09,Monitor,72184.0,47.0,,Lucknow,UK,0.0,Credit Card,58.0,Male
2022-06-24,Printer,49136.0,23.0,South,Chennai,Germany,20.0,Credit Card,18.0,Other
2022-12-30,Laptop,60752.0,44.0,West,Kolkata,Germany,15.0,Debit Card,43.0,Male
2022-12-13,Keyboard,14480.0,30.0,East,,India,5.0,Net Banking,39.0,Female
2022-08-30,Smartwatch,79283.0,2.0,East,Bangalore,UK,5.0,Net Banking,47.0,Other
2022-06-17,Tablet,40642.0,29.0,South,Kolkata,Germany,20.0,Net Banking,,Male
2022-06-01,Keyboard,28241.0,10.0,North,Pune,Canada,0.0,UPI,25.0,Other
,Printer,65166.0,17.0,East,Mumbai,UK,5.0,Cash,44.0,Female
2022-03-30,Headphones,,38.0,North,Delhi,USA,5.0,,65.0,Female
2022-07-02,Printer,53787.0,9.0,West,Jaipur,Germany,0.0,Net Banking,31.0,Male
2022-09-30,,53411.0,13.0,North,Mumbai,Germany,0.0,UPI,56.0,Male
2022-07-13,Keyboard,21416.0,9.0,West,Jaipur,Germany,10.0,UPI,58.0,Male
2022-08-27,Tablet,35522.0,5.0,South,,Germany,15.0,Cash,41.0,Male
2022-09-19,Mouse,15216.0,14.0,East,Lucknow,UK,0.0,Credit Card,36.0,Female
2022-07-17,Mouse,33676.0,28.0,South,Delhi,UK,,Credit Card,61.0,Other
2022-11-16,Smartwatch,57304.0,21.0,South,Chennai,India,20.0,Cash,36.0,Male
,Keyboard,48047.0,21.0,South,Kolkata,Canada,5.0,Credit Card,39.0,Female
2022-05-23,,5736.0,21.0,South,Chennai,Germany,5.0,UPI,52.0,Other
,Monitor,95933.0,31.0,North,Kolkata,USA,5.0,Debit Card,66.0,Female
,Phone,17753.0,36.0,East,Mumbai,Germany,15.0,Cash,69.0,Male
2022-08-05,Phone,27057.0,29.0,North,Kolkata,UK,,Net Banking,53.0,Other
2022-11-10,Smartwatch,16763.0,37.0,North,Hyderabad,Germany,15.0,Cash,38.0,Other
2022-11-02,Tablet,67757.0,33.0,West,,India,5.0,UPI,35.0,Female
2022-11-13,Mouse,47334.0,6.0,East,Mumbai,France,5.0,Net Banking,,Other
2022-10-30,Headphones,,28.0,East,Kolkata,India,10.0,UPI,43.0,Female
2022-07-10,Camera,68479.0,36.0,East,Ahmedabad,France,0.0,Credit Card,22.0,Male
2022-10-11,Keyboard,40425.0,10.0,West,Delhi,France,5.0,UPI,56.0,Female
2022-02-19,Camera,24154.0,11.0,East,Hyderabad,Canada,10.0,,64.0,Other
2022-06-15,Phone,28790.0,9.0,East,Chennai,,10.0,Credit Card,63.0,Female
2022-05-17,Keyboard,,6.0,East,Bangalore,USA,15.0,Debit Card,34.0,Other
2022-01-27,Smartwatch,83016.0,,North,Delhi,France,10.0,Debit Card,47.0,Male
2022-11-08,Keyboard,60138.0,39.0,East,Pune,Germany,10.0,Net Banking,21.0,Other
2022-02-20,Phone,80271.0,28.0,South,Hyderabad,France,5.0,Credit Card,,Male
,Monitor,61178.0,40.0,North,Kolkata,UK,20.0,,30.0,Other
2022-12-29,Phone,79837.0,38.0,North,Delhi,France,0.0,Debit Card,47.0,Other
2022-04-13,Tablet,13129.0,49.0,West,Bangalore,UK,15.0,UPI,24.0,Other
2022-01-15,Mouse,44216.0,,North,Hyderabad,USA,0.0,Debit Card,38.0,Male
2022-01-09,Tablet,89435.0,43.0,South,Delhi,UK,15.0,UPI,52.0,Female
2022-03-23,Camera,1507.0,13.0,West,Jaipur,India,10.0,Credit Card,24.0,Other
2022-11-08,Headphones,83664.0,6.0,East,Lucknow,France,10.0,Net Banking,43.0,Female
2022-10-10,Camera,49040.0,43.0,North,Mumbai,France,5.0,Credit Card,44.0,Male
2022-09-16,Tablet,27125.0,,South,Mumbai,USA,,UPI,32.0,Other
2022-08-12,Mouse,80177.0,5.0,East,Pune,France,0.0,Cash,43.0,
2022-04-05,Laptop,14793.0,22.0,North,Kolkata,Germany,15.0,Cash,56.0,Male
2022-05-14,Smartwatch,46899.0,25.0,West,Chennai,France,,UPI,49.0,
2022-10-27,Printer,68572.0,29.0,North,Lucknow,France,10.0,Credit Card,33.0,Male
2022-12-08,Smartwatch,89974.0,33.0,East,Jaipur,Canada,20.0,Credit Card,69.0,Female
2022-01-26,Smartwatch,19503.0,30.0,South,Bangalore,Germany,0.0,Debit Card,39.0,Other
2022-12-13,Smartwatch,6291.0,6.0,South,Lucknow,USA,,Net Banking,51.0,Other
2022-04-14,Phone,56456.0,39.0,South,Mumbai,USA,20.0,,39.0,Male
2022-05-05,Mouse,64028.0,23.0,,Jaipur,UK,,UPI,57.0,Other
2022-08-10,,95405.0,22.0,West,Ahmedabad,UK,0.0,,63.0,Male
2022-04-06,Tablet,6235.0,32.0,North,Bangalore,UK,0.0,Cash,22.0,Other
2022-09-23,Mouse,63180.0,38.0,West,Chennai,UK,20.0,Debit Card,63.0,Male
2022-05-29,Phone,7449.0,28.0,West,Lucknow,USA,10.0,Net Banking,63.0,Male
2022-12-30,,34509.0,31.0,North,Chennai,USA,10.0,Debit Card,61.0,Other
2022-12-11,Monitor,58013.0,13.0,West,Lucknow,France,20.0,Cash,39.0,Male
,,2816.0,2.0,East,,USA,20.0,Cash,65.0,Male
2022-09-25,Phone,76723.0,42.0,North,Kolkata,Germany,10.0,Net Banking,61.0,
2022-10-11,Mouse,78963.0,44.0,East,Hyderabad,Germany,10.0,Cash,45.0,Female
2022-10-24,Keyboard,61460.0,10.0,South,Bangalore,,0.0,Cash,,Other
2022-02-22,Phone,16222.0,11.0,,Lucknow,France,5.0,Debit Card,37.0,Male
2022-01-23,Smartwatch,83211.0,,South,Ahmedabad,UK,5.0,UPI,31.0,Female
2022-04-20,Headphones,56034.0,42.0,East,Jaipur,USA,5.0,UPI,69.0,Other
2022-05-24,,85266.0,47.0,,Lucknow,Canada,20.0,Debit Card,24.0,Male
2022-09-06,Monitor,43701.0,,East,Bangalore,USA,10.0,Cash,61.0,Other
2022-06-14,Keyboard,63853.0,42.0,South,Kolkata,Germany,5.0,Net Banking,44.0,Other
2022-07-19,Monitor,73855.0,23.0,North,Chennai,Canada,5.0,UPI,35.0,Male
2022-08-06,Phone,7666.0,13.0,North,Delhi,India,20.0,Credit Card,52.0,Female
2022-03-06,,66225.0,31.0,West,Delhi,Canada,15.0,,56.0,Female
2022-04-07,Laptop,64586.0,26.0,East,Kolkata,UK,15.0,Debit Card,43.0,Female
2022-09-08,,37152.0,37.0,West,,France,20.0,Debit Card,32.0,Other
2022-03-04,Keyboard,92150.0,45.0,East,Mumbai,France,0.0,UPI,51.0,Male
2022-05-24,Phone,70252.0,12.0,West,Chennai,UK,0.0,UPI,35.0,Other
2022-01-08,Printer,50117.0,1.0,West,,USA,,Net Banking,39.0,Female
2022-02-22,Mouse,97971.0,18.0,North,Jaipur,UK,0.0,Credit Card,30.0,Male
2022-12-31,Printer,70222.0,31.0,West,Lucknow,France,,UPI,66.0,Female
2022-08-30,Monitor,18495.0,14.0,East,Delhi,France,5.0,Credit Card,36.0,Male
2022-12-02,Mouse,23648.0,39.0,East,Mumbai,UK,0.0,Cash,,Female
2022-11-05,Printer,,35.0,East,Delhi,France,15.0,UPI,62.0,Male
2022-05-13,Monitor,12342.0,,West,Lucknow,India,15.0,Cash,24.0,Other
2022-05-28,Headphones,11497.0,,West,Mumbai,USA,10.0,Cash,36.0,Female
2022-11-20,Headphones,83268.0,11.0,West,Kolkata,France,10.0,Credit Card,,Male
2022-06-14,Phone,15287.0,18.0,West,Lucknow,Canada,,Credit Card,27.0,Other
2022-04-08,Phone,9365.0,11.0,South,,Canada,15.0,UPI,64.0,Female
2022-09-28,Keyboard,,6.0,East,Kolkata,UK,0.0,Cash,19.0,Male
2022-08-01,Camera,21511.0,15.0,North,Delhi,India,0.0,UPI,,Other
,Keyboard,78643.0,6.0,West,Mumbai,France,5.0,Debit Card,21.0,Other
2022-03-29,Smartwatch,89453.0,16.0,North,Jaipur,Germany,20.0,,29.0,
2022-10-09,Tablet,26412.0,4.0,North,Chennai,Germany,5.0,UPI,38.0,Other
2022-06-22,Headphones,11282.0,8.0,North,Pune,Germany,20.0,Debit Card,34.0,
2022-06-09,Tablet,69451.0,4.0,South,Mumbai,UK,20.0,UPI,49.0,Female
2022-06-16,Phone,72690.0,30.0,South,Delhi,Canada,5.0,Debit Card,19.0,Male
2022-07-23,Camera,19672.0,31.0,East,Chennai,India,20.0,Cash,46.0,Other
2022-08-04,Phone,26181.0,35.0,West,Ahmedabad,France,15.0,Cash,20.0,Male
2022-05-14,Keyboard,67263.0,38.0,West,Chennai,Canada,0.0,Cash,32.0,Female
2022-08-30,Mouse,16298.0,29.0,West,Chennai,,5.0,Debit Card,41.0,Male
2022-02-22,Camera,27505.0,41.0,West,Hyderabad,France,10.0,Cash,48.0,Male
2022-05-01,Phone,43927.0,22.0,West,Pune,France,20.0,Debit Card,64.0,Other
2022-08-06,Printer,13954.0,31.0,North,Bangalore,USA,0.0,UPI,69.0,Female
2022-09-21,Printer,6827.0,22.0,West,Delhi,France,5.0,UPI,67.0,Other
2022-01-13,Headphones,67138.0,7.0,South,Jaipur,France,10.0,UPI,53.0,Male
2022-08-15,Tablet,18400.0,5.0,South,Lucknow,France,,UPI,21.0,Other
2022-05-02,Headphones,90517.0,4.0,North,Hyderabad,,20.0,Debit Card,47.0,Male
2022-12-19,Tablet,87608.0,13.0,East,Mumbai,USA,0.0,Net Banking,23.0,Female
2022-01-22,Phone,10027.0,18.0,North,Jaipur,UK,20.0,Net Banking,55.0,Other
2022-07-10,Printer,18029.0,22.0,North,Lucknow,Canada,15.0,Net Banking,19.0,Female
2022-07-01,Smartwatch,25891.0,44.0,,Delhi,Canada,5.0,Debit Card,69.0,Male
2022-10-06,Monitor,27664.0,33.0,West,Delhi,USA,20.0,Debit Card,59.0,Male
2022-08-24,Keyboard,56909.0,15.0,South,Ahmedabad,Germany,10.0,Cash,64.0,Other
2022-02-11,Printer,89524.0,40.0,,Mumbai,Canada,20.0,,,Male
2022-07-06,Keyboard,29186.0,46.0,West,Delhi,UK,10.0,Debit Card,34.0,Female
2022-10-30,Monitor,97654.0,13.0,North,Chennai,USA,10.0,UPI,50.0,Other
2022-03-17,Monitor,68680.0,36.0,North,Chennai,UK,,Credit Card,,Male
2022-05-05,Keyboard,5729.0,2.0,North,Pune,Canada,20.0,Cash,57.0,Other
2022-10-28,Laptop,86550.0,1.0,North,Ahmedabad,Germany,15.0,Debit Card,37.0,Female
2022-12-12,Camera,30332.0,28.0,East,Jaipur,Germany,10.0,Debit Card,40.0,Male
2022-10-12,,13643.0,39.0,West,Ahmedabad,,20.0,UPI,27.0,Other
2022-03-16,,22806.0,48.0,East,Kolkata,Germany,20.0,Credit Card,66.0,Other
2022-11-18,Phone,96356.0,41.0,North,Pune,Germany,15.0,UPI,,Male
2022-12-23,Keyboard,69617.0,14.0,North,Lucknow,India,5.0,UPI,54.0,Male
2022-11-19,Laptop,94383.0,22.0,North,Kolkata,UK,,Cash,24.0,Female
2022-04-07,Phone,76746.0,7.0,South,,USA,,UPI,29.0,Female
2022-01-20,Keyboard,19424.0,6.0,East,Ahmedabad,Canada,5.0,Credit Card,34.0,Other
2022-04-30,Keyboard,10885.0,25.0,West,Hyderabad,Germany,15.0,Debit Card,52.0,
2022-09-01,Keyboard,98714.0,4.0,South,Ahmedabad,,10.0,UPI,67.0,Female
2022-10-08,Mouse,22586.0,33.0,West,Lucknow,UK,10.0,Net Banking,22.0,Male
2022-10-06,Monitor,82900.0,30.0,North,Lucknow,India,,Debit Card,62.0,Other
2022-07-20,Monitor,49977.0,26.0,East,Delhi,,20.0,Credit Card,20.0,Other
2022-04-26,Phone,75408.0,20.0,South,Kolkata,USA,15.0,Net Banking,36.0,Female
2022-01-02,Keyboard,94913.0,48.0,East,Mumbai,Germany,5.0,Credit Card,59.0,Female
2022-02-28,Tablet,49799.0,36.0,South,Lucknow,India,0.0,UPI,,Other
2022-08-12,Phone,55521.0,12.0,South,Bangalore,,20.0,Credit Card,24.0,Male
2022-01-26,Keyboard,91399.0,23.0,East,Jaipur,India,15.0,UPI,23.0,Male
2022-02-08,Headphones,34858.0,13.0,West,Mumbai,UK,15.0,Net Banking,49.0,Other
2022-03-30,Monitor,87327.0,36.0,East,Kolkata,India,5.0,,18.0,Other
2022-11-05,Printer,56498.0,1.0,East,Chennai,France,5.0,UPI,33.0,Female
2022-04-18,Tablet,27488.0,10.0,West,Hyderabad,France,20.0,Debit Card,63.0,Female
2022-04-15,Tablet,32183.0,,North,Jaipur,India,15.0,Net Banking,69.0,Other
2022-10-20,Printer,77460.0,31.0,South,Hyderabad,Germany,,Net Banking,36.0,Other
2022-05-31,Phone,,20.0,North,Mumbai,India,15.0,UPI,21.0,Other
2022-08-01,Mouse,25004.0,15.0,East,Hyderabad,USA,15.0,UPI,68.0,Male
2022-06-23,Headphones,,,South,Ahmedabad,,0.0,Credit Card,55.0,Other
2022-09-08,Mouse,,10.0,North,Delhi,Germany,5.0,Net Banking,52.0,Female
2022-06-30,Keyboard,60472.0,30.0,West,Chennai,France,0.0,UPI,45.0,Female
2022-07-27,Laptop,73691.0,28.0,East,,Germany,15.0,UPI,68.0,Other
2022-05-13,,30351.0,17.0,East,Mumbai,Germany,10.0,Debit Card,45.0,Female
2022-01-14,Mouse,11623.0,9.0,North,Delhi,Canada,20.0,Net Banking,32.0,Other
2022-11-16,Laptop,39549.0,16.0,East,Bangalore,UK,15.0,UPI,21.0,Other
2022-08-15,Headphones,87627.0,28.0,South,Mumbai,UK,20.0,UPI,35.0,Female
,Camera,65464.0,8.0,East,Hyderabad,India,0.0,Cash,69.0,Female
2022-10-21,Mouse,55898.0,45.0,West,Delhi,France,,Net Banking,62.0,Other
2022-10-17,Headphones,52509.0,18.0,North,Pune,USA,20.0,Credit Card,59.0,
2022-08-11,Printer,78453.0,19.0,East,,Canada,20.0,Cash,35.0,Female
2022-10-15,Monitor,7097.0,,South,Hyderabad,Germany,10.0,Cash,43.0,Male
,Headphones,37433.0,13.0,East,Kolkata,USA,,UPI,23.0,Male
2022-11-19,Monitor,898.0,49.0,North,Delhi,UK,,,34.0,Male
2022-04-14,Printer,88703.0,31.0,South,,UK,0.0,Credit Card,36.0,Female
2022-03-31,Mouse,50594.0,29.0,North,Jaipur,USA,20.0,UPI,24.0,Other
2022-06-02,Tablet,7565.0,,East,Pune,India,20.0,,31.0,Other
2022-08-18,Camera,49024.0,33.0,North,Jaipur,Canada,15.0,Credit Card,,Male
2022-04-25,Mouse,24760.0,19.0,North,Kolkata,USA,10.0,Debit Card,52.0,Female
2022-02-07,Camera,79793.0,12.0,West,Mumbai,Germany,0.0,Cash,50.0,Other
2022-11-16,Smartwatch,35953.0,2.0,North,Bangalore,France,0.0,Cash,69.0,
2022-12-21,Monitor,58602.0,,South,Delhi,,0.0,,56.0,Female
2022-09-15,Camera,97989.0,48.0,East,Chennai,USA,15.0,Cash,49.0,Male
2022-05-17,Keyboard,39984.0,26.0,,Jaipur,Canada,10.0,Credit Card,51.0,Female
2022-02-05,,99058.0,1.0,West,Jaipur,Germany,10.0,Net Banking,49.0,Female
2022-04-11,,40744.0,37.0,West,Hyderabad,USA,20.0,Net Banking,29.0,Male
2022-12-26,Keyboard,69597.0,29.0,,Ahmedabad,,10.0,Debit Card,38.0,Female
2022-12-08,Smartwatch,88758.0,48.0,North,Bangalore,USA,0.0,Credit Card,47.0,Male
2022-06-01,Monitor,,39.0,South,Jaipur,Germany,5.0,,30.0,Female
2022-05-10,Headphones,19259.0,15.0,East,Lucknow,France,20.0,Cash,33.0,Female
2022-11-01,Headphones,92950.0,,North,Ahmedabad,UK,5.0,Debit Card,37.0,Male
2022-03-10,Mouse,27251.0,35.0,West,Bangalore,France,0.0,UPI,56.0,Male
2022-09-15,Laptop,25205.0,15.0,East,Jaipur,Germany,15.0,Net Banking,33.0,Female
2022-08-13,Phone,52513.0,21.0,West,Hyderabad,USA,5.0,Debit Card,57.0,
2022-05-23,Keyboard,49212.0,4.0,South,,France,15.0,Credit Card,53.0,Male
,Smartwatch,92172.0,2.0,North,Bangalore,Canada,20.0,UPI,25.0,Female
2022-12-18,Phone,96135.0,2.0,East,Hyderabad,France,15.0,Debit Card,68.0,Male
2022-02-15,Phone,,43.0,East,Pune,Canada,10.0,Debit Card,66.0,Male
2022-06-01,Headphones,40663.0,8.0,East,Kolkata,Canada,0.0,Debit Card,41.0,Female
2022-08-17,Mouse,17818.0,47.0,East,,Germany,10.0,,37.0,Male
2022-02-23,Laptop,64027.0,20.0,,Lucknow,USA,10.0,Cash,47.0,Female
2022-09-14,Printer,16655.0,11.0,North,Pune,USA,5.0,Debit Card,65.0,Other
2022-09-15,Mouse,33735.0,4.0,East,Chennai,India,0.0,Credit Card,27.0,Other
2022-07-27,Smartwatch,20984.0,21.0,South,Kolkata,Canada,10.0,Debit Card,64.0,Male
2022-01-19,Mouse,5160.0,29.0,North,Ahmedabad,France,15.0,Credit Card,23.0,Male
2022-09-27,Printer,10848.0,33.0,North,Jaipur,France,20.0,Credit Card,67.0,Male
2022-08-21,,46242.0,31.0,West,Lucknow,India,10.0,Cash,69.0,Female
2022-03-08,Smartwatch,3184.0,37.0,North,Hyderabad,India,20.0,Credit Card,33.0,Male
2022-10-25,Printer,65052.0,2.0,North,Jaipur,France,10.0,UPI,67.0,Female
2022-04-14,Phone,8407.0,10.0,,Hyderabad,USA,20.0,Cash,21.0,Female
2022-11-26,Tablet,48885.0,16.0,West,Mumbai,France,20.0,UPI,56.0,Other
2022-12-17,Phone,91848.0,,West,Lucknow,India,5.0,Net Banking,54.0,Other
2022-07-09,Camera,48717.0,27.0,East,Bangalore,,,Credit Card,35.0,
2022-07-21,,71434.0,25.0,West,Ahmedabad,USA,0.0,Net Banking,49.0,Female
2022-09-21,,1229.0,28.0,North,Kolkata,Canada,10.0,UPI,51.0,Other
2022-02-18,Laptop,79657.0,4.0,West,Bangalore,UK,5.0,Debit Card,67.0,Female
2022-09-21,Camera,60480.0,17.0,East,Hyderabad,Germany,10.0,Net Banking,49.0,Female
2022-08-15,Laptop,47866.0,46.0,East,Kolkata,France,5.0,Credit Card,60.0,Male
2022-01-26,Printer,17372.0,4.0,East,Bangalore,,5.0,,65.0,
2022-05-27,Printer,1261.0,24.0,South,Jaipur,France,15.0,Credit Card,,Other
2022-12-31,Laptop,8631.0,20.0,East,Hyderabad,USA,10.0,UPI,38.0,Male
2022-09-18,Monitor,21738.0,39.0,West,Bangalore,UK,0.0,Net Banking,46.0,Male
2022-09-07,Tablet,86817.0,38.0,North,Delhi,Germany,20.0,Debit Card,25.0,Other
2022-12-16,,22569.0,41.0,North,Pune,Germany,15.0,Credit Card,43.0,Male
2022-01-12,Camera,83832.0,13.0,North,Pune,USA,0.0,Cash,62.0,Male
2022-12-26,Laptop,71316.0,49.0,West,Kolkata,India,,UPI,30.0,Other
2022-06-26,Mouse,29809.0,15.0,,Bangalore,Canada,15.0,Credit Card,47.0,Female
2022-03-13,,95964.0,42.0,,Mumbai,,15.0,Debit Card,37.0,Female
2022-08-31,Tablet,28160.0,38.0,North,Ahmedabad,India,,Debit Card,61.0,Other
2022-09-01,Monitor,96987.0,11.0,North,Lucknow,Canada,10.0,Cash,47.0,Female
2022-12-09,Headphones,84073.0,13.0,South,Kolkata,France,5.0,Credit Card,38.0,Female
2022-11-28,Monitor,29420.0,19.0,South,Lucknow,,10.0,,,
,Smartwatch,3848.0,20.0,North,Ahmedabad,India,5.0,Cash,51.0,Other
2022-01-05,Camera,41181.0,15.0,East,Kolkata,UK,20.0,Debit Card,67.0,Female
2022-03-31,Mouse,65703.0,13.0,South,Pune,India,10.0,UPI,27.0,Female
2022-11-01,Mouse,80683.0,30.0,West,Lucknow,France,0.0,Cash,33.0,Female
2022-05-21,Laptop,60924.0,12.0,West,Hyderabad,Germany,10.0,Net Banking,18.0,Female
2022-08-13,Smartwatch,42417.0,10.0,West,Bangalore,Canada,20.0,Credit Card,27.0,Other
,Monitor,23027.0,41.0,West,Kolkata,UK,15.0,Cash,57.0,Female
2022-06-12,Monitor,12961.0,42.0,East,Pune,,10.0,Credit Card,33.0,Other
2022-06-09,Laptop,61481.0,45.0,North,Jaipur,Canada,5.0,Credit Card,56.0,Other
2022-01-01,Tablet,21750.0,16.0,West,Pune,USA,10.0,Net Banking,51.0,Other
2022-01-15,Phone,8948.0,48.0,South,Lucknow,Canada,15.0,Credit Card,20.0,Female
2022-11-06,Printer,3328.0,8.0,East,Kolkata,Canada,5.0,Credit Card,54.0,Female
2022-10-07,Keyboard,84048.0,24.0,North,Hyderabad,Canada,5.0,,45.0,Male
2022-08-07,Smartwatch,71487.0,39.0,West,Jaipur,Germany,0.0,Net Banking,,Female
,Smartwatch,37444.0,35.0,South,Hyderabad,France,20.0,UPI,56.0,Female
,Camera,8420.0,25.0,East,Ahmedabad,France,20.0,Cash,44.0,Other
2022-03-02,Headphones,24946.0,30.0,,Bangalore,USA,,Debit Card,54.0,Male
2022-12-08,Headphones,57162.0,25.0,East,Bangalore,India,10.0,Credit Card,61.0,Male
2022-12-16,Tablet,53151.0,47.0,West,Ahmedabad,Canada,15.0,Credit Card,53.0,Other
2022-01-23,Phone,23564.0,26.0,East,Chennai,Germany,10.0,Net Banking,67.0,Male
2022-06-16,Smartwatch,60508.0,42.0,South,Chennai,Canada,5.0,Debit Card,63.0,Other
2022-05-31,Monitor,53244.0,30.0,East,Delhi,Canada,10.0,Net Banking,50.0,Other
2022-12-05,Keyboard,44406.0,24.0,North,Delhi,Germany,15.0,UPI,34.0,Female
2022-02-08,Tablet,55665.0,8.0,West,Bangalore,USA,10.0,Net Banking,61.0,Female
2022-08-11,Headphones,35809.0,,North,Mumbai,Germany,10.0,Debit Card,67.0,Male
2022-08-27,Smartwatch,95627.0,5.0,East,Bangalore,India,0.0,Credit Card,20.0,
2022-05-23,Headphones,21495.0,27.0,South,Ahmedabad,India,15.0,Credit Card,35.0,Male
2022-05-18,Mouse,62812.0,9.0,East,Jaipur,India,20.0,Credit Card,41.0,Other
2022-06-29,Camera,25591.0,39.0,East,Kolkata,UK,20.0,Debit Card,28.0,Other
2022-05-09,Tablet,52411.0,29.0,West,Mumbai,Germany,5.0,Debit Card,23.0,Male
2022-01-19,Laptop,11432.0,10.0,East,Ahmedabad,France,10.0,UPI,59.0,Female
2022-06-28,Mouse,14349.0,19.0,West,,France,0.0,Credit Card,37.0,Other
2022-05-22,Mouse,68046.0,39.0,North,Mumbai,USA,0.0,Net Banking,,Other
2022-12-03,Headphones,10243.0,34.0,South,Hyderabad,France,10.0,Credit Card,42.0,Other
2022-03-10,Tablet,79536.0,26.0,South,,USA,0.0,Net Banking,34.0,Other
2022-02-19,Smartwatch,,12.0,South,Ahmedabad,India,10.0,Net Banking,60.0,Female
2022-11-19,Mouse,88960.0,38.0,South,Pune,UK,5.0,Credit Card,36.0,Other
2022-06-19,Laptop,3883.0,39.0,West,Kolkata,USA,5.0,Net Banking,45.0,Female
2022-06-09,,94643.0,22.0,West,Kolkata,UK,10.0,Debit Card,46.0,Female
2022-12-10,,70267.0,46.0,,Delhi,USA,5.0,Credit Card,62.0,Male
